date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:13:10	172876/172876	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2264f598f7-2a34c%22	https://templates.hibootstrap.com/ecour/default/assets/fonts/remixicon.woff?t=1590207869815	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/fonts/remixicondf6d.woff	(from https://templates.hibootstrap.com/ecour/default/assets/css/remixicon.css)
23:13:11	403056/403056	---M--	200	added ('OK')	application/octet-stream	etag:%2264f598f6-62670%22	https://templates.hibootstrap.com/ecour/default/assets/fonts/remixicon.ttf?t=1590207869815	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/fonts/remixicondf6d.ttf	(from https://templates.hibootstrap.com/ecour/default/assets/css/remixicon.css)
23:13:11	1195522/1195522	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264f598f0-123e02%22	https://templates.hibootstrap.com/ecour/default/assets/fonts/remixicon.svg?t=1590207869815	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/fonts/remixicondf6d.svg	(from https://templates.hibootstrap.com/ecour/default/assets/css/remixicon.css)
23:13:12	238918/238918	---M--	200	added ('OK')	image/jpeg	etag:%2264f59966-3a546%22	https://templates.hibootstrap.com/ecour/default/assets/img/breadcrumb/breadcrumb-1.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/breadcrumb/breadcrumb-1.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:12	158919/158919	---M--	200	added ('OK')	image/jpeg	etag:%2264f59965-26ccf%22	https://templates.hibootstrap.com/ecour/default/assets/img/breadcrumb/breadcrumb-2.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/breadcrumb/breadcrumb-2.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:13	346998/346998	---M--	200	added ('OK')	image/jpeg	etag:%2264f59965-54b76%22	https://templates.hibootstrap.com/ecour/default/assets/img/breadcrumb/breadcrumb-3.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/breadcrumb/breadcrumb-3.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:14	355620/355620	---M--	200	added ('OK')	image/jpeg	etag:%2264f59964-56d24%22	https://templates.hibootstrap.com/ecour/default/assets/img/breadcrumb/breadcrumb-4.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/breadcrumb/breadcrumb-4.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:14	422655/422655	---M--	200	added ('OK')	image/jpeg	etag:%2264f59964-672ff%22	https://templates.hibootstrap.com/ecour/default/assets/img/breadcrumb/breadcrumb-5.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/breadcrumb/breadcrumb-5.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:15	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Sep%202023%2017:43:13%20GMT	https://templates.hibootstrap.com/ecour/default/assets/img/breadcrumb/breadcrumb-6.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/breadcrumb/breadcrumb-6.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:15	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Sep%202023%2017:43:14%20GMT	https://templates.hibootstrap.com/ecour/default/assets/img/hero/hero-2.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/hero-2.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:16	539258/539258	---M--	200	added ('OK')	image/jpeg	etag:%2264f5996d-83a7a%22	https://templates.hibootstrap.com/ecour/default/assets/img/hero/hero-1.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/hero-1.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:16	160802/160802	---M--	200	added ('OK')	image/jpeg	etag:%2264f5996c-27422%22	https://templates.hibootstrap.com/ecour/default/assets/img/hero/hero-3.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/hero-3.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:17	201711/201711	---M--	200	added ('OK')	image/jpeg	etag:%2264f5996d-313f7%22	https://templates.hibootstrap.com/ecour/default/assets/img/hero/hero-4.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/hero-4.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:17	140066/140066	---M--	200	added ('OK')	image/jpeg	etag:%2264f5996e-22322%22	https://templates.hibootstrap.com/ecour/default/assets/img/hero/hero-5.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/hero-5.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:18	86533/86533	---M--	200	added ('OK')	image/jpeg	etag:%2264f5996f-15205%22	https://templates.hibootstrap.com/ecour/default/assets/img/hero/hero-6.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/hero-6.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:19	80560/80560	---M--	200	added ('OK')	image/jpeg	etag:%2264f5996e-13ab0%22	https://templates.hibootstrap.com/ecour/default/assets/img/hero/hero-7.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/hero-7.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:19	98315/98315	---M--	200	added ('OK')	image/jpeg	etag:%2264f5996a-1800b%22	https://templates.hibootstrap.com/ecour/default/assets/img/hero/hero-8.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/hero-8.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:20	120969/120969	---M--	200	added ('OK')	image/jpeg	etag:%2264f59975-1d889%22	https://templates.hibootstrap.com/ecour/default/assets/img/event/single-event.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/event/single-event.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:20	88522/88522	---M--	200	added ('OK')	image/jpeg	etag:%2264f59972-159ca%22	https://templates.hibootstrap.com/ecour/default/assets/img/event/event-2.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/event/event-2.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:21	109670/109670	---M--	200	added ('OK')	image/jpeg	etag:%2264f59942-1ac6e%22	https://templates.hibootstrap.com/ecour/default/assets/img/about/about-1.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/about/about-1.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:22	132013/132013	---M--	200	added ('OK')	image/jpeg	etag:%2264f59943-203ad%22	https://templates.hibootstrap.com/ecour/default/assets/img/about/about-2.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/about/about-2.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:22	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Sep%202023%2017:43:20%20GMT	https://templates.hibootstrap.com/ecour/default/assets/img/about/donate-bg-2.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/about/donate-bg-2.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:23	85294/85294	---M--	200	added ('OK')	image/jpeg	etag:%2264f5995f-14d2e%22	https://templates.hibootstrap.com/ecour/default/assets/img/testimonial/testimonial-bg-1.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/testimonial/testimonial-bg-1.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:23	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Sep%202023%2017:43:22%20GMT	https://templates.hibootstrap.com/ecour/default/assets/img/testimonial/testimonial-bg-2.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/testimonial/testimonial-bg-2.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:24	114810/114810	---M--	200	added ('OK')	image/jpeg	etag:%2264f59979-1c07a%22	https://templates.hibootstrap.com/ecour/default/assets/img/promo/promo-bg-1.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/promo/promo-bg-1.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:25	110610/110610	---M--	200	added ('OK')	image/jpeg	etag:%2264f5997a-1b012%22	https://templates.hibootstrap.com/ecour/default/assets/img/promo/promo-bg-2.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/promo/promo-bg-2.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:25	92733/92733	---M--	200	added ('OK')	image/jpeg	etag:%2264f5997a-16a3d%22	https://templates.hibootstrap.com/ecour/default/assets/img/promo/promo-bg-3.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/promo/promo-bg-3.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:26	112495/112495	---M--	200	added ('OK')	image/jpeg	etag:%2264f5997b-1b777%22	https://templates.hibootstrap.com/ecour/default/assets/img/promo/promo-bg-4.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/promo/promo-bg-4.jpg	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:26	311293/311293	---M--	200	added ('OK')	image/png	etag:%2264f5997b-4bffd%22	https://templates.hibootstrap.com/ecour/default/assets/img/promo/promo-bg-6.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/promo/promo-bg-6.png	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:26	594/594	---M--	200	added ('OK')	image/png	etag:%2264f598e7-252%22	https://templates.hibootstrap.com/ecour/default/assets/img/down-arrow.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/down-arrow.png	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:30	969/969	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Sep%202019%2010:44:30%20GMT	https://i.ibb.co/7JfqXxB/sunny.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/i.ibb.co/7JfqXxB/sunny.png	(from https://templates.hibootstrap.com/ecour/default/assets/scss/style.css)
23:13:31	5146/5146	---M--	200	added ('OK')	image/jpeg	etag:%2264f59949-1422%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/cart-thumb-1.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/cart-thumb-1.jpg	(from https://templates.hibootstrap.com/ecour/default/login.html)
23:13:32	5945/5945	---M--	200	added ('OK')	image/jpeg	etag:%2264f5994a-1739%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/cart-thumb-2.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/cart-thumb-2.jpg	(from https://templates.hibootstrap.com/ecour/default/login.html)
23:13:32	7390/7390	---M--	200	added ('OK')	image/jpeg	etag:%2264f5994a-1ce6%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/cart-thumb-3.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/cart-thumb-3.jpg	(from https://templates.hibootstrap.com/ecour/default/login.html)
23:13:33	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Sep%202023%2017:43:31%20GMT	https://templates.hibootstrap.com/ecour/default/become-volunteer.html	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/become-volunteer.html	(from https://templates.hibootstrap.com/ecour/default/index-2.html)
23:13:33	1917/1917	---M--	200	added ('OK')	image/png	etag:%2264f59968-77d%22	https://templates.hibootstrap.com/ecour/default/assets/img/hero/dot-shape-2.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/dot-shape-2.png	(from https://templates.hibootstrap.com/ecour/default/index-2.html)
23:13:34	1974/1974	---M--	200	added ('OK')	image/png	etag:%2264f59968-7b6%22	https://templates.hibootstrap.com/ecour/default/assets/img/hero/dot-shape-3.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/dot-shape-3.png	(from https://templates.hibootstrap.com/ecour/default/index-2.html)
23:13:34	1904/1904	---M--	200	added ('OK')	image/png	etag:%2264f5996c-770%22	https://templates.hibootstrap.com/ecour/default/assets/img/hero/circle-shape-2.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/circle-shape-2.png	(from https://templates.hibootstrap.com/ecour/default/index-2.html)
23:13:35	216080/216080	---M--	200	added ('OK')	image/png	etag:%2264f59941-34c10%22	https://templates.hibootstrap.com/ecour/default/assets/img/about/about-img-2.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/about/about-img-2.png	(from https://templates.hibootstrap.com/ecour/default/index-2.html)
23:13:36	3303/3303	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264f59940-ce7%22	https://templates.hibootstrap.com/ecour/default/assets/img/about/goal.svg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/about/goal.svg	(from https://templates.hibootstrap.com/ecour/default/index-2.html)
23:13:36	834/834	---M--	200	added ('OK')	image/png	etag:%2264f59979-342%22	https://templates.hibootstrap.com/ecour/default/assets/img/promo/dot-shape-3.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/promo/dot-shape-3.png	(from https://templates.hibootstrap.com/ecour/default/index-2.html)
23:13:37	2346/2346	---M--	200	added ('OK')	image/png	etag:%2264f5996a-92a%22	https://templates.hibootstrap.com/ecour/default/assets/img/hero/shape-2.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/shape-2.png	(from https://templates.hibootstrap.com/ecour/default/index-3.html)
23:13:38	2435/2435	---M--	200	added ('OK')	image/png	etag:%2264f59969-983%22	https://templates.hibootstrap.com/ecour/default/assets/img/hero/shape-3.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/hero/shape-3.png	(from https://templates.hibootstrap.com/ecour/default/index-3.html)
23:13:39	84532/84532	---M--	200	added ('OK')	image/jpeg	etag:%2264f5993b-14a34%22	https://templates.hibootstrap.com/ecour/default/assets/img/course/single-course-1.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/course/single-course-1.jpg	(from https://templates.hibootstrap.com/ecour/default/course-details.html)
23:13:40	9168/9168	---M--	200	added ('OK')	image/jpeg	etag:%2264f5994e-23d0%22	https://templates.hibootstrap.com/ecour/default/assets/img/blog/avatar-1.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/blog/avatar-1.jpg	(from https://templates.hibootstrap.com/ecour/default/course-details.html)
23:13:40	9388/9388	---M--	200	added ('OK')	image/jpeg	etag:%2264f5994f-24ac%22	https://templates.hibootstrap.com/ecour/default/assets/img/blog/avatar-2.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/blog/avatar-2.jpg	(from https://templates.hibootstrap.com/ecour/default/course-details.html)
23:13:41	171622/171622	---M--	200	added ('OK')	image/jpeg	etag:%2264f5995a-29e66%22	https://templates.hibootstrap.com/ecour/default/assets/img/team/team-member-5.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/team/team-member-5.jpg	(from https://templates.hibootstrap.com/ecour/default/instructors.html)
23:13:42	115966/115966	---M--	200	added ('OK')	image/jpeg	etag:%2264f5995b-1c4fe%22	https://templates.hibootstrap.com/ecour/default/assets/img/team/team-member-6.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/team/team-member-6.jpg	(from https://templates.hibootstrap.com/ecour/default/instructors.html)
23:13:43	169888/169888	---M--	200	added ('OK')	image/jpeg	etag:%2264f59973-297a0%22	https://templates.hibootstrap.com/ecour/default/assets/img/event/event-1.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/event/event-1.jpg	(from https://templates.hibootstrap.com/ecour/default/events.html)
23:13:43	104117/104117	---M--	200	added ('OK')	image/jpeg	etag:%2264f59973-196b5%22	https://templates.hibootstrap.com/ecour/default/assets/img/event/event-3.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/event/event-3.jpg	(from https://templates.hibootstrap.com/ecour/default/events.html)
23:13:44	94178/94178	---M--	200	added ('OK')	image/jpeg	etag:%2264f59974-16fe2%22	https://templates.hibootstrap.com/ecour/default/assets/img/event/event-4.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/event/event-4.jpg	(from https://templates.hibootstrap.com/ecour/default/events.html)
23:13:44	53364/53364	---M--	200	added ('OK')	image/jpeg	etag:%2264f59974-d074%22	https://templates.hibootstrap.com/ecour/default/assets/img/event/event-5.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/event/event-5.jpg	(from https://templates.hibootstrap.com/ecour/default/events.html)
23:13:45	96568/96568	---M--	200	added ('OK')	image/jpeg	etag:%2264f59976-17938%22	https://templates.hibootstrap.com/ecour/default/assets/img/event/event-6.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/event/event-6.jpg	(from https://templates.hibootstrap.com/ecour/default/events.html)
23:13:45	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Sep%202023%2017:43:43%20GMT	https://templates.hibootstrap.com/ecour/default/event.html	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/event.html	(from https://templates.hibootstrap.com/ecour/default/event-details.html)
23:13:46	286122/286122	---M--	200	added ('OK')	image/png	etag:%2264f59942-45daa%22	https://templates.hibootstrap.com/ecour/default/assets/img/about/about-10.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/about/about-10.png	(from https://templates.hibootstrap.com/ecour/default/about.html)
23:13:46	93786/93786	---M--	200	added ('OK')	image/jpeg	etag:%2264f59959-16e5a%22	https://templates.hibootstrap.com/ecour/default/assets/img/team/team-member-8.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/team/team-member-8.jpg	(from https://templates.hibootstrap.com/ecour/default/teacher.html)
23:13:47	100720/100720	---M--	200	added ('OK')	image/jpeg	etag:%2264f5995a-18970%22	https://templates.hibootstrap.com/ecour/default/assets/img/team/team-member-7.jpg	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/team/team-member-7.jpg	(from https://templates.hibootstrap.com/ecour/default/teacher.html)
23:13:47	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Sep%202023%2017:43:46%20GMT	https://templates.hibootstrap.com/ecour/default/home-1.html	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/home-1.html	(from https://templates.hibootstrap.com/ecour/default/404.html)
23:13:48	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Sep%202023%2017:43:46%20GMT	https://templates.hibootstrap.com/ecour/default/product-details.html	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/product-details.html	(from https://templates.hibootstrap.com/ecour/default/shop-left-sidebar.html)
23:13:48	7989/7989	---M--	200	added ('OK')	image/png	etag:%2264f59949-1f35%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/product-thumb-1.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/product-thumb-1.png	(from https://templates.hibootstrap.com/ecour/default/shop-left-sidebar.html)
23:13:49	24392/24392	---M--	200	added ('OK')	image/png	etag:%2264f59948-5f48%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/product-thumb-2.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/product-thumb-2.png	(from https://templates.hibootstrap.com/ecour/default/shop-left-sidebar.html)
23:13:50	11847/11847	---M--	200	added ('OK')	image/png	etag:%2264f59949-2e47%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/product-thumb-3.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/product-thumb-3.png	(from https://templates.hibootstrap.com/ecour/default/shop-left-sidebar.html)
23:13:50	8334/8334	---M--	200	added ('OK')	image/png	etag:%2264f59947-208e%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/product-1.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/product-1.png	(from https://templates.hibootstrap.com/ecour/default/shop-left-sidebar.html)
23:13:51	24803/24803	---M--	200	added ('OK')	image/png	etag:%2264f59946-60e3%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/product-2.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/product-2.png	(from https://templates.hibootstrap.com/ecour/default/shop-left-sidebar.html)
23:13:51	9029/9029	---M--	200	added ('OK')	image/png	etag:%2264f59946-2345%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/product-3.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/product-3.png	(from https://templates.hibootstrap.com/ecour/default/shop-left-sidebar.html)
23:13:51	29081/29081	---M--	200	added ('OK')	image/png	etag:%2264f59948-7199%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/product-4.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/product-4.png	(from https://templates.hibootstrap.com/ecour/default/shop-left-sidebar.html)
23:13:52	48733/48733	---M--	200	added ('OK')	image/png	etag:%2264f59947-be5d%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/product-5.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/product-5.png	(from https://templates.hibootstrap.com/ecour/default/shop-left-sidebar.html)
23:13:53	26071/26071	---M--	200	added ('OK')	image/png	etag:%2264f59948-65d7%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/product-6.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/product-6.png	(from https://templates.hibootstrap.com/ecour/default/shop-left-sidebar.html)
23:13:53	64984/64984	---M--	200	added ('OK')	image/png	etag:%2264f5994b-fdd8%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/single-product-1.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/single-product-1.png	(from https://templates.hibootstrap.com/ecour/default/shop-details.html)
23:13:54	37773/37773	---M--	200	added ('OK')	image/png	etag:%2264f5994b-938d%22	https://templates.hibootstrap.com/ecour/default/assets/img/product/single-product-2.png	C:/Users/BAPI%20SWAIN/OneDrive/Desktop/College%20Project%20No.1/College%20Project/templates.hibootstrap.com/ecour/default/assets/img/product/single-product-2.png	(from https://templates.hibootstrap.com/ecour/default/shop-details.html)
